ID,State,Crop,Season,Soil_Type,Year,Area_Hectares,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Nitrogen_kg,Phosphorus_kg,Potassium_kg,Yield_Quintal_per_Hectare,Production_Quintals
1001,Haryana,Maize,Kharif,Red,2010,32.49,266.9,28.8,54.0,5.8,106.5,35.3,33.3,47.56,1545.22
1002,Karnataka,Rice,Rabi,Clay,2019,7.43,239.1,16.0,63.3,7.4,105.6,32.3,46.7,58.35,433.54
1003,MP,Wheat,Kharif,Sandy,2011,26.47,238.7,39.3,52.0,6.2,110.1,32.1,29.5,39.81,1053.77
1004,MP,Maize,Kharif,Sandy,2017,32.32,89.8,34.1,86.5,5.4,26.8,42.6,6.1,37.3,1205.54
1005,Punjab,Soybean,Kharif,Laterite,2013,20.09,239.6,38.7,92.0,5.1,58.3,26.3,33.5,22.49,451.82
1006,Tamil Nadu,Rice,Zaid,Clay,2018,44.14,67.0,20.0,32.3,5.4,79.0,24.2,8.6,47.64,2102.83
1007,UP,Maize,Kharif,Laterite,2018,37.83,51.8,30.7,70.5,5.6,64.9,26.4,42.6,40.93,1548.38
1008,Maharashtra,Cotton,Kharif,Laterite,2017,40.33,57.2,30.1,72.3,6.5,68.7,15.2,6.9,17.45,703.76
1009,Maharashtra,Soybean,Zaid,Black,2023,44.57,222.4,20.4,68.6,5.7,75.7,40.6,15.3,29.74,1325.51
1010,MP,Rice,Kharif,Red,2023,37.82,95.2,23.3,62.5,7.4,106.4,30.2,22.6,48.68,1841.08
1011,Maharashtra,Potato,Zaid,Laterite,2022,42.93,296.7,36.4,46.2,7.0,126.1,51.9,32.9,46.9,2013.42
1012,UP,Cotton,Rabi,Laterite,2011,1.61,63.4,20.4,42.4,6.2,125.2,9.2,23.8,17.71,28.51
1013,UP,Rice,Rabi,Alluvial,2014,39.74,164.2,38.3,93.9,8.2,34.4,40.0,47.9,52.4,2082.38
1014,Haryana,Maize,Kharif,Alluvial,2021,36.71,108.7,36.7,67.7,6.7,52.4,43.7,26.6,36.28,1331.84
1015,Tamil Nadu,Maize,Kharif,Black,2020,33.0,144.4,15.9,58.1,6.4,41.0,5.7,45.4,50.68,1672.44
1016,MP,Cotton,Rabi,Clay,2022,2.68,116.8,31.8,92.6,5.3,102.8,49.6,49.8,19.37,51.91
1017,Gujarat,Barley,Zaid,Sandy,2022,8.61,107.9,36.2,33.1,6.0,91.8,30.1,26.3,25.41,218.78
1018,Karnataka,Maize,Zaid,Red,2016,24.98,93.5,25.0,60.4,5.9,55.1,49.8,38.8,40.91,1021.93
1019,Haryana,Barley,Rabi,Red,2019,44.54,113.3,18.4,90.1,7.1,74.1,34.7,35.6,27.56,1227.52
1020,UP,Maize,Rabi,Sandy,2023,6.04,249.7,18.5,83.1,5.3,103.2,9.5,23.9,56.27,339.87
1021,Punjab,Rice,Kharif,Sandy,2014,36.73,283.6,31.6,40.7,5.4,105.2,23.4,10.3,54.57,2004.36
1022,Tamil Nadu,Barley,Zaid,Sandy,2013,34.85,194.3,33.7,74.7,8.5,47.1,40.4,12.0,25.07,873.69
1023,Haryana,Soybean,Kharif,Clay,2017,5.28,86.1,16.8,91.8,5.5,68.7,50.4,29.4,26.15,138.07
1024,MP,Rice,Kharif,Red,2012,1.02,256.9,32.0,34.4,6.3,34.3,57.0,34.8,49.81,50.81
1025,Karnataka,Cotton,Rabi,Red,2013,25.25,125.9,30.5,89.8,7.0,91.2,42.4,49.0,19.21,485.05
1026,Haryana,Potato,Zaid,Laterite,2016,24.63,222.1,30.5,52.8,8.4,78.8,6.5,6.7,37.04,912.3
1027,Haryana,Wheat,Rabi,Laterite,2011,23.73,111.3,35.8,71.0,4.9,65.6,23.6,32.2,34.85,826.99
1028,Tamil Nadu,Potato,Zaid,Black,2011,23.43,52.6,18.2,86.1,7.6,132.3,29.4,27.6,40.42,947.04
1029,Punjab,Barley,Zaid,Sandy,2014,16.91,196.4,32.5,61.9,8.1,55.2,14.0,18.1,29.81,504.09
1030,Gujarat,Wheat,Rabi,Black,2013,17.33,51.4,34.4,82.4,8.1,112.7,7.4,13.2,37.84,655.77
1031,Gujarat,Potato,Zaid,Black,2022,22.19,225.2,37.8,36.6,5.1,108.8,57.1,30.3,33.88,751.8
1032,Karnataka,Rice,Zaid,Clay,2020,43.95,185.9,25.5,32.2,6.2,104.2,8.7,8.9,54.52,2396.15
1033,MP,Sugarcane,Rabi,Laterite,2012,13.52,80.3,19.0,67.1,7.2,73.5,59.8,21.8,80.0,1081.6
1034,Haryana,Maize,Rabi,Sandy,2018,1.1,59.9,20.1,49.5,7.5,66.9,25.5,28.0,44.9,49.39
1035,Punjab,Cotton,Zaid,Sandy,2014,24.2,270.1,18.4,89.8,7.9,116.1,15.4,26.4,29.73,719.47
1036,UP,Wheat,Zaid,Black,2023,37.79,177.5,36.5,34.4,6.6,138.5,36.1,16.1,43.08,1627.99
1037,Tamil Nadu,Sugarcane,Rabi,Black,2010,22.77,238.1,16.1,50.8,6.1,43.1,45.0,21.8,79.29,1805.43
1038,Tamil Nadu,Maize,Zaid,Laterite,2020,21.16,268.0,30.9,45.7,6.6,79.7,9.1,32.0,45.14,955.16
1039,Punjab,Wheat,Kharif,Clay,2015,46.01,119.3,22.0,72.3,8.4,61.0,51.0,32.2,42.23,1943.0
1040,UP,Potato,Zaid,Laterite,2017,46.74,134.3,32.3,93.4,6.6,94.0,8.5,33.3,31.69,1481.19
1041,MP,Cotton,Zaid,Sandy,2015,33.97,281.7,23.1,45.6,5.3,136.7,15.6,20.1,26.03,884.24
1042,Maharashtra,Soybean,Kharif,Sandy,2013,36.37,221.8,24.0,65.3,5.8,115.8,37.0,12.8,33.6,1222.03
1043,MP,Cotton,Kharif,Clay,2019,13.9,247.5,35.8,41.9,7.1,79.6,18.5,26.8,17.09,237.55
1044,Haryana,Maize,Zaid,Red,2014,25.01,81.1,24.4,65.8,6.1,28.0,49.7,16.5,39.84,996.4
1045,Tamil Nadu,Cotton,Zaid,Sandy,2013,7.42,116.4,39.5,70.8,6.5,33.0,29.0,19.1,17.84,132.37
1046,Maharashtra,Rice,Kharif,Alluvial,2011,28.55,187.1,21.7,81.0,8.2,102.4,16.3,45.1,57.24,1634.2
1047,Maharashtra,Rice,Rabi,Alluvial,2014,8.01,157.5,20.8,70.2,6.8,52.0,35.4,42.8,48.32,387.04
1048,MP,Soybean,Rabi,Black,2018,5.24,204.1,38.9,35.9,7.5,137.4,19.8,26.9,25.5,133.62
1049,Gujarat,Barley,Kharif,Black,2019,30.19,91.4,19.3,44.3,4.9,48.7,22.0,31.1,26.21,791.28
1050,Gujarat,Wheat,Rabi,Alluvial,2017,33.83,87.6,37.2,85.3,7.5,22.8,47.1,14.2,35.39,1197.24
1051,Karnataka,Barley,Rabi,Sandy,2010,35.1,174.8,30.4,84.5,6.9,64.8,43.7,32.0,26.55,931.91
1052,Karnataka,Soybean,Rabi,Black,2016,28.38,118.5,32.9,88.4,6.0,125.3,57.8,35.9,30.43,863.6
1053,Punjab,Wheat,Zaid,Laterite,2016,17.74,192.9,24.0,31.3,6.2,73.4,28.3,24.7,40.13,711.91
1054,UP,Cotton,Kharif,Laterite,2013,38.16,263.4,31.1,68.9,7.7,121.5,58.9,21.4,32.19,1228.37
1055,Haryana,Wheat,Kharif,Clay,2019,14.29,223.8,16.3,35.2,8.2,74.4,21.1,43.6,45.55,650.91
1056,Haryana,Cotton,Zaid,Black,2013,14.77,268.0,30.5,67.2,7.6,124.6,52.7,38.3,25.07,370.28
1057,MP,Potato,Kharif,Laterite,2010,6.64,251.9,19.9,76.3,4.8,32.2,50.0,13.0,32.84,218.06
1058,UP,Maize,Zaid,Black,2013,19.99,246.7,23.1,41.2,5.6,117.6,32.6,45.3,51.85,1036.48
1059,UP,Maize,Rabi,Alluvial,2023,5.94,83.1,36.5,84.2,6.8,53.5,18.5,12.9,39.71,235.88
1060,UP,Rice,Rabi,Alluvial,2010,23.6,121.8,28.2,61.8,7.5,86.0,44.9,45.0,54.39,1283.6
1061,Tamil Nadu,Sugarcane,Zaid,Sandy,2022,49.74,112.9,38.4,40.8,7.9,35.1,7.0,8.3,68.77,3420.62
1062,Maharashtra,Barley,Rabi,Laterite,2015,29.73,56.0,27.2,78.8,5.4,113.0,46.3,25.2,28.41,844.63
1063,Tamil Nadu,Maize,Rabi,Clay,2013,10.63,85.6,37.5,88.7,5.5,67.9,44.2,21.7,46.49,494.19
1064,Haryana,Soybean,Zaid,Black,2014,41.14,143.5,23.8,89.1,8.0,124.7,9.3,18.2,33.06,1360.09
1065,Haryana,Potato,Rabi,Alluvial,2015,3.46,132.9,22.8,62.9,4.5,32.2,45.9,30.3,29.35,101.55
1066,Tamil Nadu,Sugarcane,Rabi,Alluvial,2015,22.2,249.6,26.5,70.4,5.6,26.1,33.4,10.5,75.16,1668.55
1067,Punjab,Potato,Zaid,Laterite,2020,33.2,244.8,33.2,66.8,4.8,136.2,56.3,22.0,35.81,1188.89
1068,MP,Cotton,Kharif,Black,2011,10.09,204.2,21.9,44.3,4.7,21.5,12.3,23.8,20.62,208.06
1069,Maharashtra,Maize,Zaid,Laterite,2013,49.07,50.1,16.7,85.8,5.6,77.9,8.6,26.1,46.97,2304.82
1070,Karnataka,Wheat,Rabi,Clay,2019,37.23,232.0,24.3,60.5,8.3,89.2,35.1,45.6,42.44,1580.04
1071,Maharashtra,Sugarcane,Kharif,Sandy,2022,25.19,198.5,37.4,44.7,4.6,78.0,23.0,27.9,73.33,1847.18
1072,UP,Cotton,Kharif,Red,2018,25.54,105.9,34.6,87.2,5.5,128.6,55.9,36.4,18.12,462.78
1073,Tamil Nadu,Barley,Rabi,Clay,2019,44.52,132.8,17.0,40.6,6.4,131.4,8.6,19.1,27.84,1239.44
1074,Punjab,Maize,Rabi,Laterite,2015,20.56,284.4,18.0,45.3,8.0,79.0,57.7,31.5,53.62,1102.43
1075,UP,Soybean,Kharif,Red,2015,27.25,89.8,23.2,54.5,4.8,29.9,48.8,5.4,20.19,550.18
1076,Gujarat,Maize,Kharif,Alluvial,2012,4.83,58.2,22.3,84.8,7.2,130.2,43.5,35.0,46.86,226.33
1077,Haryana,Maize,Rabi,Red,2010,41.3,299.1,17.1,32.6,4.5,130.7,48.4,45.4,52.04,2149.25
1078,Haryana,Cotton,Zaid,Sandy,2023,25.07,203.2,18.5,60.1,7.9,38.9,47.7,28.2,21.98,551.04
1079,Punjab,Soybean,Rabi,Clay,2016,35.43,263.0,31.6,75.2,7.7,63.1,33.0,18.2,22.46,795.76
1080,Karnataka,Soybean,Zaid,Red,2013,22.72,110.2,18.7,40.1,4.8,90.5,11.5,9.8,27.9,633.89
1081,Maharashtra,Maize,Kharif,Clay,2022,33.75,133.2,23.0,45.6,6.4,69.2,56.1,35.1,45.12,1522.8
1082,Punjab,Soybean,Zaid,Laterite,2015,25.13,89.1,19.8,34.3,4.6,122.4,18.9,13.4,23.13,581.26
1083,Gujarat,Barley,Rabi,Clay,2012,9.61,253.9,33.6,76.0,7.1,135.0,46.3,44.1,36.96,355.19
1084,Gujarat,Cotton,Kharif,Laterite,2015,21.18,87.0,37.1,45.6,6.9,134.8,54.9,37.4,18.22,385.9
1085,Karnataka,Rice,Rabi,Clay,2022,34.18,203.7,23.4,36.8,7.6,136.3,16.1,11.7,57.1,1951.68
1086,MP,Cotton,Rabi,Sandy,2016,23.09,242.4,33.3,32.6,8.4,90.9,21.0,49.9,17.88,412.85
1087,Tamil Nadu,Cotton,Kharif,Red,2019,11.93,206.8,34.8,60.8,8.0,131.5,55.3,32.4,22.04,262.94
1088,Punjab,Potato,Rabi,Red,2023,22.74,107.4,37.6,46.5,5.6,83.7,7.2,47.8,34.97,795.22
1089,Punjab,Barley,Rabi,Alluvial,2011,39.83,250.6,21.8,82.9,6.7,70.0,32.6,47.9,32.92,1311.2
1090,MP,Rice,Zaid,Laterite,2018,27.48,215.3,22.2,37.5,5.4,138.7,35.8,19.8,53.5,1470.18
1091,Tamil Nadu,Soybean,Zaid,Alluvial,2011,14.97,132.2,21.1,61.2,4.9,131.7,45.2,12.6,28.38,424.85
1092,UP,Barley,Zaid,Black,2015,43.72,74.4,38.3,50.1,6.7,85.8,8.8,49.2,27.19,1188.75
1093,Maharashtra,Rice,Kharif,Black,2012,33.57,78.3,26.3,37.9,7.6,113.5,30.6,10.5,48.73,1635.87
1094,Tamil Nadu,Wheat,Kharif,Red,2022,49.61,97.3,38.6,77.1,8.1,94.4,58.3,39.5,39.53,1961.08
1095,UP,Maize,Rabi,Black,2018,39.74,253.8,28.4,61.1,8.2,95.8,6.6,43.4,43.35,1722.73
1096,MP,Barley,Kharif,Black,2019,45.69,209.4,34.3,78.6,4.8,139.2,17.5,34.6,35.71,1631.59
1097,Tamil Nadu,Potato,Rabi,Sandy,2015,46.73,210.6,20.0,32.7,6.3,20.4,24.5,49.4,33.17,1550.03
1098,Haryana,Rice,Rabi,Red,2012,36.43,260.8,29.9,66.5,5.0,36.3,32.2,49.8,48.75,1775.96
1099,Punjab,Sugarcane,Zaid,Alluvial,2022,15.36,258.8,22.9,50.3,7.8,55.2,52.2,7.5,79.55,1221.89
1100,Maharashtra,Cotton,Kharif,Laterite,2015,1.79,262.4,39.5,93.4,6.0,79.8,45.6,23.3,21.6,38.66
1101,Haryana,Cotton,Kharif,Red,2023,16.26,84.4,28.1,69.0,4.9,33.6,58.6,39.6,19.62,319.02
1102,Maharashtra,Wheat,Kharif,Black,2014,34.68,260.4,28.8,65.2,7.9,117.4,35.2,31.0,47.96,1663.25
1103,Maharashtra,Cotton,Zaid,Sandy,2011,3.08,273.8,33.8,32.6,8.2,70.4,41.2,17.1,28.15,86.7
1104,Punjab,Rice,Rabi,Alluvial,2017,17.04,252.4,25.1,36.9,5.1,132.8,54.2,16.1,59.24,1009.45
1105,Haryana,Maize,Zaid,Clay,2020,12.31,253.1,26.8,77.4,5.0,108.5,50.2,35.7,46.93,577.71
1106,MP,Cotton,Zaid,Sandy,2017,20.52,186.9,16.5,43.7,7.2,43.1,34.0,20.5,23.55,483.25
1107,Maharashtra,Barley,Rabi,Sandy,2013,29.74,204.1,37.2,75.9,5.5,92.6,5.1,10.2,29.4,874.36
1108,Haryana,Maize,Zaid,Clay,2020,48.28,112.2,32.8,45.0,5.5,25.6,9.0,22.8,34.41,1661.31
1109,Punjab,Cotton,Zaid,Alluvial,2020,32.57,102.6,17.8,75.3,6.2,61.0,29.6,11.6,21.55,701.88
1110,Maharashtra,Barley,Zaid,Laterite,2017,12.52,215.8,36.4,39.5,6.1,42.6,41.6,47.6,30.63,383.49
1111,Punjab,Potato,Rabi,Red,2014,20.96,50.8,26.6,34.0,8.1,27.2,30.2,18.0,30.02,629.22
1112,Punjab,Cotton,Rabi,Black,2017,14.14,246.4,28.2,68.1,5.9,97.3,29.7,36.0,22.77,321.97
1113,UP,Potato,Rabi,Laterite,2017,25.73,105.1,37.6,31.1,5.4,78.3,17.0,47.7,32.26,830.05
1114,Haryana,Sugarcane,Rabi,Sandy,2014,44.99,265.5,27.9,50.2,6.1,27.6,57.6,9.8,75.41,3392.7
1115,UP,Cotton,Zaid,Black,2020,17.39,174.3,28.2,39.7,4.6,112.2,47.3,23.9,20.27,352.5
1116,Maharashtra,Cotton,Rabi,Clay,2021,19.31,251.1,29.7,70.9,7.2,135.3,36.1,21.1,25.81,498.39
1117,Punjab,Soybean,Rabi,Black,2023,4.28,134.0,26.8,45.7,5.8,47.3,57.7,5.7,21.59,92.41
1118,Gujarat,Barley,Kharif,Alluvial,2016,11.12,183.7,33.5,36.7,8.5,85.8,44.5,14.9,29.12,323.81
1119,Maharashtra,Sugarcane,Kharif,Alluvial,2010,46.22,279.6,25.2,94.4,7.1,126.8,54.1,9.2,81.67,3774.79
1120,MP,Cotton,Zaid,Sandy,2010,49.62,169.0,21.9,40.9,7.5,107.4,55.9,27.0,22.54,1118.43
1121,Haryana,Barley,Kharif,Red,2018,34.95,195.7,38.1,48.0,6.2,61.9,24.6,25.4,29.19,1020.19
1122,MP,Rice,Rabi,Clay,2012,3.53,255.6,20.9,32.9,5.2,119.3,15.9,18.3,55.48,195.84
1123,UP,Potato,Zaid,Black,2010,8.12,79.5,37.8,43.3,7.0,125.6,21.5,35.9,38.58,313.27
1124,UP,Potato,Kharif,Laterite,2015,21.05,58.8,19.4,84.8,6.2,30.2,13.7,8.3,33.47,704.54
1125,UP,Barley,Zaid,Black,2014,29.49,228.4,32.8,87.4,6.6,128.1,37.5,48.3,33.25,980.54
1126,UP,Soybean,Rabi,Laterite,2019,10.22,259.2,26.1,50.5,6.9,131.1,48.9,42.6,34.63,353.92
1127,Gujarat,Cotton,Zaid,Laterite,2011,6.1,268.7,17.9,75.1,8.1,47.6,43.5,47.7,18.4,112.24
1128,UP,Maize,Zaid,Alluvial,2018,27.18,268.9,35.0,45.6,4.7,123.0,34.9,8.3,49.49,1345.14
1129,Haryana,Wheat,Zaid,Red,2014,39.61,115.3,28.7,83.8,4.7,78.9,51.1,11.3,38.99,1544.39
1130,Haryana,Maize,Rabi,Sandy,2016,1.98,230.2,28.7,78.0,5.8,39.8,20.2,43.1,44.25,87.61
1131,Punjab,Rice,Zaid,Alluvial,2023,9.93,252.4,15.8,51.0,7.5,117.0,37.2,8.7,58.18,577.73
1132,Punjab,Sugarcane,Zaid,Alluvial,2021,13.41,87.4,23.8,54.6,5.0,129.7,40.5,38.9,76.34,1023.72
1133,Gujarat,Wheat,Kharif,Sandy,2014,16.05,172.8,37.8,35.0,5.2,111.6,32.6,40.5,36.49,585.66
1134,Punjab,Potato,Kharif,Alluvial,2010,7.92,215.5,37.1,54.6,7.0,30.6,44.8,17.4,33.35,264.13
1135,MP,Barley,Kharif,Sandy,2016,39.36,87.3,21.7,44.8,5.8,99.4,25.1,42.0,29.42,1157.97
1136,Punjab,Rice,Rabi,Clay,2016,31.41,102.0,25.3,85.6,6.7,94.2,48.3,5.8,50.91,1599.08
1137,Punjab,Maize,Kharif,Black,2014,37.06,250.5,38.2,86.2,5.5,83.4,54.0,46.2,47.26,1751.46
1138,Gujarat,Maize,Rabi,Sandy,2013,3.74,178.9,24.5,79.7,6.6,27.7,19.7,12.0,48.44,181.17
1139,Maharashtra,Barley,Zaid,Sandy,2021,21.28,92.7,29.3,73.5,7.4,68.9,13.7,15.9,26.27,559.03
1140,Maharashtra,Barley,Kharif,Black,2022,47.33,113.0,26.5,32.7,6.1,133.5,39.7,12.1,28.34,1341.33
1141,UP,Sugarcane,Kharif,Red,2016,36.6,247.2,33.0,54.0,6.7,42.4,15.5,43.9,73.01,2672.17
1142,Maharashtra,Cotton,Rabi,Laterite,2018,28.03,193.9,35.4,62.8,8.2,112.6,45.2,21.6,18.76,525.84
1143,UP,Maize,Rabi,Red,2017,14.92,202.5,32.4,73.8,5.9,54.8,40.1,49.7,45.9,684.83
1144,Maharashtra,Sugarcane,Zaid,Black,2019,30.19,128.8,32.7,55.7,5.4,37.0,10.6,9.3,72.1,2176.7
1145,Punjab,Potato,Kharif,Clay,2019,49.97,293.9,21.0,35.9,7.2,79.1,12.4,34.0,42.61,2129.22
1146,Haryana,Rice,Kharif,Clay,2022,20.66,203.0,27.6,79.3,5.8,66.7,30.4,27.5,52.0,1074.32
1147,MP,Rice,Kharif,Alluvial,2023,26.43,56.6,35.3,68.1,5.8,69.8,35.2,42.7,50.27,1328.64
1148,Gujarat,Sugarcane,Zaid,Laterite,2014,34.17,232.3,35.6,68.7,8.3,129.0,55.4,44.7,79.91,2730.52
1149,Karnataka,Barley,Zaid,Red,2012,5.89,271.5,16.9,69.2,7.7,124.5,40.2,30.9,37.93,223.41
1150,UP,Potato,Kharif,Red,2022,12.39,299.2,19.9,83.0,5.1,45.9,38.1,11.7,41.73,517.03
1151,Tamil Nadu,Cotton,Rabi,Red,2011,37.48,73.1,38.3,75.2,7.9,55.3,33.6,23.3,16.61,622.54
1152,Tamil Nadu,Sugarcane,Rabi,Black,2016,1.39,158.8,34.8,33.0,7.3,34.0,12.1,40.1,66.91,93.0
1153,MP,Rice,Kharif,Black,2015,16.36,147.6,37.1,35.7,8.0,23.3,13.5,25.5,44.06,720.82
1154,Karnataka,Maize,Rabi,Black,2015,38.27,63.0,25.7,65.8,6.2,33.1,39.5,26.8,39.37,1506.69
1155,Maharashtra,Maize,Kharif,Sandy,2014,10.11,237.4,16.0,45.7,8.1,20.6,34.0,25.1,45.66,461.62
1156,MP,Maize,Kharif,Laterite,2013,41.2,211.3,30.4,38.1,4.9,64.5,43.0,5.8,48.21,1986.25
1157,Haryana,Sugarcane,Zaid,Sandy,2022,20.44,122.3,29.4,90.8,7.4,74.4,19.0,41.3,70.82,1447.56
1158,Tamil Nadu,Barley,Zaid,Sandy,2023,49.07,245.1,22.4,65.9,6.9,92.0,45.1,35.5,32.9,1614.4
1159,Maharashtra,Potato,Zaid,Alluvial,2012,1.55,183.8,24.2,55.0,8.3,49.8,23.2,9.6,31.87,49.4
1160,Haryana,Soybean,Kharif,Black,2012,48.05,259.8,35.2,44.5,7.6,113.2,28.6,30.4,28.06,1348.28
1161,Punjab,Rice,Zaid,Laterite,2018,37.59,168.2,24.9,37.7,7.6,136.7,6.7,24.9,50.03,1880.63
1162,MP,Soybean,Zaid,Sandy,2015,37.97,217.5,30.1,53.5,5.5,134.0,12.6,45.4,35.55,1349.83
1163,Tamil Nadu,Cotton,Rabi,Alluvial,2020,7.79,79.5,18.6,75.2,6.9,61.0,35.2,43.2,17.06,132.9
1164,Maharashtra,Maize,Zaid,Laterite,2011,24.36,245.9,24.6,54.6,6.1,28.7,50.6,5.7,44.39,1081.34
1165,UP,Barley,Zaid,Alluvial,2022,13.72,97.6,28.2,67.1,8.4,110.1,18.9,13.6,27.12,372.09
1166,Punjab,Cotton,Rabi,Sandy,2023,19.84,57.4,39.0,61.1,5.4,20.8,51.9,24.5,11.96,237.29
1167,Haryana,Barley,Kharif,Alluvial,2023,41.25,294.9,24.7,43.1,4.8,43.2,38.7,42.1,40.37,1665.26
1168,Maharashtra,Barley,Kharif,Sandy,2011,26.33,123.3,30.2,85.8,5.8,74.4,47.6,43.8,30.85,812.28
1169,UP,Potato,Rabi,Clay,2010,8.53,232.5,20.5,48.2,4.6,79.4,29.3,17.7,37.61,320.81
1170,Tamil Nadu,Maize,Rabi,Clay,2020,23.97,82.5,18.4,31.3,7.7,109.5,32.1,33.1,42.63,1021.84
1171,Haryana,Barley,Kharif,Alluvial,2022,22.97,244.4,15.6,90.9,7.2,51.5,58.4,13.9,36.29,833.58
1172,UP,Sugarcane,Zaid,Red,2013,45.01,136.2,39.0,37.1,6.7,29.5,5.6,43.2,69.69,3136.75
1173,Haryana,Maize,Kharif,Clay,2019,23.65,90.8,24.5,44.2,6.2,119.0,58.9,19.3,38.24,904.38
1174,MP,Barley,Kharif,Alluvial,2017,16.49,68.6,31.7,49.3,5.6,25.9,57.9,43.9,22.57,372.18
1175,Punjab,Maize,Rabi,Laterite,2023,23.78,73.6,21.9,94.7,5.4,44.6,18.8,9.6,43.3,1029.67
1176,UP,Potato,Rabi,Clay,2012,5.57,68.8,35.8,71.5,8.0,127.3,37.4,42.2,35.01,195.01
1177,Tamil Nadu,Soybean,Zaid,Red,2012,43.4,193.1,23.5,83.9,7.6,102.4,29.1,39.1,29.49,1279.87
1178,UP,Soybean,Zaid,Alluvial,2018,39.39,220.4,23.0,31.9,5.4,110.0,57.8,6.0,34.85,1372.74
1179,Haryana,Barley,Zaid,Laterite,2017,43.08,169.6,16.5,86.0,6.5,128.0,33.5,41.3,41.12,1771.45
1180,Haryana,Barley,Kharif,Sandy,2020,33.15,260.2,19.5,70.9,5.8,39.1,59.6,35.5,34.57,1146.0
1181,Gujarat,Rice,Zaid,Red,2011,28.75,221.7,25.1,39.8,4.8,98.2,56.5,8.3,52.09,1497.59
1182,Maharashtra,Potato,Kharif,Sandy,2013,2.37,157.5,30.2,48.8,6.7,21.9,13.7,45.1,34.04,80.67
1183,MP,Sugarcane,Zaid,Alluvial,2020,15.26,260.4,25.8,76.7,7.4,50.1,58.3,34.2,73.85,1126.95
1184,Maharashtra,Wheat,Kharif,Clay,2015,18.17,163.0,28.6,59.8,7.7,129.6,43.2,24.9,39.37,715.35
1185,Tamil Nadu,Maize,Zaid,Black,2017,39.12,147.6,19.9,80.0,7.1,23.1,38.9,17.4,45.08,1763.53
1186,Gujarat,Potato,Zaid,Laterite,2016,6.91,185.5,36.4,67.3,6.2,79.7,51.5,42.7,35.07,242.33
1187,Punjab,Soybean,Zaid,Laterite,2022,3.07,210.8,23.0,64.1,6.1,42.3,39.4,15.7,25.83,79.3
1188,Karnataka,Sugarcane,Rabi,Laterite,2020,42.7,164.2,16.0,73.7,5.2,128.0,14.7,38.6,80.85,3452.3
1189,Tamil Nadu,Cotton,Kharif,Red,2017,7.09,198.4,19.9,52.9,7.8,55.3,40.1,33.5,18.12,128.47
1190,MP,Cotton,Kharif,Laterite,2018,16.73,290.1,38.1,90.7,5.9,39.7,9.4,35.6,19.37,324.06
1191,UP,Sugarcane,Rabi,Clay,2015,30.59,147.3,39.2,41.2,8.3,46.6,43.2,20.4,70.2,2147.42
1192,Tamil Nadu,Wheat,Zaid,Sandy,2015,30.69,141.5,38.8,61.8,5.6,66.4,51.8,19.6,36.0,1104.84
1193,Maharashtra,Potato,Rabi,Clay,2013,41.7,51.9,22.7,70.5,8.0,127.3,50.3,8.4,39.25,1636.73
1194,Karnataka,Maize,Kharif,Alluvial,2019,5.82,109.0,34.8,35.6,6.0,67.3,9.9,18.2,38.26,222.67
1195,MP,Sugarcane,Kharif,Black,2021,40.04,93.4,30.5,43.9,6.2,107.3,57.3,9.4,71.67,2869.67
1196,UP,Rice,Rabi,Sandy,2021,19.46,266.1,35.1,48.4,7.6,30.5,47.7,13.0,50.3,978.84
1197,Gujarat,Wheat,Zaid,Clay,2018,26.58,65.0,33.3,38.6,6.4,52.6,12.1,43.0,35.94,955.29
1198,Tamil Nadu,Maize,Rabi,Black,2016,15.28,64.6,23.1,80.2,6.5,115.1,29.7,24.9,43.19,659.94
1199,Karnataka,Maize,Rabi,Black,2018,39.93,134.3,33.5,73.5,6.7,60.7,37.4,48.4,41.28,1648.31
1200,UP,Cotton,Zaid,Black,2014,42.63,289.5,37.8,92.9,7.7,71.4,23.3,11.1,26.09,1112.22
1201,Maharashtra,Rice,Kharif,Alluvial,2015,49.56,209.8,29.7,87.1,4.8,48.4,40.3,42.2,52.86,2619.74
1202,Punjab,Sugarcane,Kharif,Alluvial,2015,15.51,135.0,15.8,43.3,7.0,86.7,15.0,9.5,77.8,1206.68
1203,Gujarat,Barley,Zaid,Laterite,2012,47.5,174.9,36.3,94.4,5.4,73.9,40.1,24.8,28.51,1354.23
1204,UP,Rice,Rabi,Black,2015,5.74,122.0,38.7,34.5,5.4,117.6,43.9,41.3,47.6,273.22
1205,UP,Maize,Kharif,Black,2013,44.33,201.6,37.0,71.9,7.0,94.9,8.2,38.2,42.06,1864.52
1206,Gujarat,Potato,Kharif,Black,2015,45.04,56.1,19.1,60.7,6.6,30.5,30.1,40.4,31.23,1406.6
1207,Maharashtra,Potato,Rabi,Laterite,2021,7.55,293.3,29.1,47.3,5.0,38.6,36.4,6.5,41.04,309.85
1208,MP,Potato,Zaid,Laterite,2021,23.13,75.6,16.3,86.5,7.4,135.2,40.5,12.9,41.24,953.88
1209,MP,Soybean,Rabi,Black,2019,28.56,213.8,39.2,92.2,8.2,59.1,14.5,30.9,20.02,571.77
1210,Tamil Nadu,Maize,Zaid,Alluvial,2022,16.59,131.7,36.3,34.9,5.7,86.4,12.9,45.4,39.05,647.84
1211,MP,Sugarcane,Kharif,Clay,2015,11.33,189.0,22.7,57.2,6.5,97.4,45.5,44.7,79.59,901.75
